Date,Bar Name,Brand Name,Category,Total_Purchased_ml,Total_Consumed_ml,Total_Requested_ml,Potential_Lost_Demand_ml,Last_Closing_Balance_ml
2026-02-24,Pool Bar,Smirnoff Vodka,Vodka,0,3067,3067,0,6367
2026-02-24,Rooftop Bar,Bacardi White,Rum,6000,3465,3465,0,5507
2026-02-24,Rooftop Bar,Baileys,Liqueur,0,166,851,685,0
2026-02-24,Rooftop Bar,Bombay Sapphire,Gin,0,2465,2465,0,12012
2026-02-24,Rooftop Bar,Heineken,Beer,13650,5930,5930,0,8718
2026-02-24,Rooftop Bar,Hennessy,Brandy,0,710,710,0,6691
2026-02-24,Rooftop Bar,Jack Daniel's,Whisky,13500,2578,2578,0,10922
2026-02-24,Rooftop Bar,Johnnie Walker Red,Whisky,0,0,3344,3344,0
2026-02-24,Rooftop Bar,Jose Cuervo,Tequila,0,0,1900,1900,0
2026-02-24,Rooftop Bar,Kingfisher Premium,Beer,9100,9100,11566,2466,0
2026-02-24,Rooftop Bar,Smirnoff Vodka,Vodka,8250,4309,4309,0,3941
2026-02-24,Sky Lounge,Bacardi White,Rum,0,0,3355,3355,0
2026-02-24,Sky Lounge,Baileys,Liqueur,0,1063,1063,0,7084
2026-02-24,Sky Lounge,Bombay Sapphire,Gin,0,4379,4379,0,7398
2026-02-24,Sky Lounge,Heineken,Beer,0,0,9098,9098,0
2026-02-24,Sky Lounge,Hennessy,Brandy,0,833,833,0,724
2026-02-24,Sky Lounge,Jack Daniel's,Whisky,0,3043,3043,0,8609
2026-02-24,Sky Lounge,Johnnie Walker Red,Whisky,7500,3321,3321,0,8103
2026-02-24,Sky Lounge,Jose Cuervo,Tequila,0,1363,1363,0,13553
2026-02-24,Sky Lounge,Kingfisher Premium,Beer,5850,5850,12806,6956,0
2026-02-24,Sky Lounge,Smirnoff Vodka,Vodka,0,4817,4817,0,8646
2026-02-25,Garden Bar,Bacardi White,Rum,11250,2053,2053,0,11200
2026-02-25,Garden Bar,Baileys,Liqueur,0,0,435,435,0
2026-02-25,Garden Bar,Bombay Sapphire,Gin,0,1733,1733,0,9275
2026-02-25,Garden Bar,Heineken,Beer,0,0,5181,5181,0
2026-02-25,Garden Bar,Hennessy,Brandy,0,527,527,0,5751
2026-02-25,Garden Bar,Jack Daniel's,Whisky,0,1295,1295,0,10441
2026-02-25,Garden Bar,Johnnie Walker Red,Whisky,0,1438,2164,726,0
2026-02-25,Garden Bar,Jose Cuervo,Tequila,0,1048,1048,0,7149
2026-02-25,Garden Bar,Kingfisher Premium,Beer,0,3779,7810,4031,0
2026-02-25,Garden Bar,Smirnoff Vodka,Vodka,6750,1992,1992,0,6548
2026-02-25,Lobby Bar,Bacardi White,Rum,0,786,1696,910,0
2026-02-25,Lobby Bar,Baileys,Liqueur,0,706,706,0,787
2026-02-25,Lobby Bar,Bombay Sapphire,Gin,0,783,1824,1041,0
2026-02-25,Lobby Bar,Heineken,Beer,13000,6326,6326,0,6674
2026-02-25,Lobby Bar,Hennessy,Brandy,6300,420,420,0,6382
2026-02-25,Lobby Bar,Jack Daniel's,Whisky,0,1711,1711,0,3292
2026-02-25,Lobby Bar,Johnnie Walker Red,Whisky,14250,1584,1584,0,13955
2026-02-25,Lobby Bar,Jose Cuervo,Tequila,0,0,1027,1027,0
2026-02-25,Lobby Bar,Kingfisher Premium,Beer,13000,7324,7324,0,5676
2026-02-25,Lobby Bar,Smirnoff Vodka,Vodka,8250,3332,3332,0,9548
2026-02-25,Pool Bar,Bacardi White,Rum,0,2371,2371,0,1980
2026-02-25,Pool Bar,Baileys,Liqueur,0,734,734,0,14228
2026-02-25,Pool Bar,Bombay Sapphire,Gin,0,1649,1649,0,2445
2026-02-25,Pool Bar,Heineken,Beer,11700,7495,7495,0,16257
2026-02-25,Pool Bar,Hennessy,Brandy,0,683,683,0,4326
2026-02-25,Pool Bar,Jack Daniel's,Whisky,0,0,1488,1488,0
2026-02-25,Pool Bar,Johnnie Walker Red,Whisky,0,3726,3726,0,11584
2026-02-25,Pool Bar,Jose Cuervo,Tequila,0,1260,1260,0,2953
2026-02-25,Pool Bar,Kingfisher Premium,Beer,10400,8352,8352,0,6522
2026-02-25,Pool Bar,Smirnoff Vodka,Vodka,0,3747,3747,0,5092
2026-02-25,Rooftop Bar,Bacardi White,Rum,0,2535,3557,1022,0
2026-02-25,Rooftop Bar,Baileys,Liqueur,15000,1262,1262,0,13738
2026-02-25,Rooftop Bar,Bombay Sapphire,Gin,0,1945,1945,0,8845
2026-02-25,Rooftop Bar,Heineken,Beer,8450,10282,10282,0,14561
2026-02-25,Rooftop Bar,Hennessy,Brandy,0,1042,1042,0,5649
2026-02-25,Rooftop Bar,Jack Daniel's,Whisky,0,2615,2615,0,8307
2026-02-25,Rooftop Bar,Johnnie Walker Red,Whisky,0,0,4753,4753,0
2026-02-25,Rooftop Bar,Jose Cuervo,Tequila,6750,1749,1749,0,5001
2026-02-25,Rooftop Bar,Kingfisher Premium,Beer,0,0,10737,10737,0
2026-02-25,Rooftop Bar,Smirnoff Vodka,Vodka,0,3941,4425,484,2968
2026-02-25,Sky Lounge,Bacardi White,Rum,14250,3942,3942,0,10308
2026-02-25,Sky Lounge,Baileys,Liqueur,0,999,999,0,6085
2026-02-25,Sky Lounge,Bombay Sapphire,Gin,0,3642,3642,0,3756
2026-02-25,Sky Lounge,Heineken,Beer,0,0,10754,10754,0
2026-02-25,Sky Lounge,Hennessy,Brandy,0,241,1022,781,0
2026-02-25,Sky Lounge,Jack Daniel's,Whisky,0,2891,2891,0,5103
2026-02-25,Sky Lounge,Johnnie Walker Red,Whisky,0,6180,6180,0,7652
2026-02-25,Sky Lounge,Jose Cuervo,Tequila,0,1952,1952,0,11601
2026-02-25,Sky Lounge,Kingfisher Premium,Beer,0,0,10680,10680,0
2026-02-25,Sky Lounge,Smirnoff Vodka,Vodka,0,5674,5674,0,1187
2026-02-26,Garden Bar,Bacardi White,Rum,0,2211,2211,0,9592
2026-02-26,Garden Bar,Baileys,Liqueur,0,0,781,781,0
2026-02-26,Garden Bar,Bombay Sapphire,Gin,0,2025,2025,0,7250
2026-02-26,Garden Bar,Heineken,Beer,0,0,4904,4904,0
2026-02-26,Garden Bar,Hennessy,Brandy,0,668,668,0,5083
2026-02-26,Garden Bar,Jack Daniel's,Whisky,0,1203,1203,0,8600
2026-02-26,Garden Bar,Johnnie Walker Red,Whisky,0,0,1986,1986,0
2026-02-26,Garden Bar,Jose Cuervo,Tequila,0,1262,1262,0,5288
2026-02-26,Garden Bar,Kingfisher Premium,Beer,9750,9750,9854,104,2080
2026-02-26,Garden Bar,Smirnoff Vodka,Vodka,0,3062,3062,0,1696
2026-02-26,Lobby Bar,Bacardi White,Rum,0,0,2668,2668,0
2026-02-26,Lobby Bar,Baileys,Liqueur,0,774,774,0,13
2026-02-26,Lobby Bar,Bombay Sapphire,Gin,0,0,2274,2274,0
2026-02-26,Lobby Bar,Heineken,Beer,0,5536,5536,0,1138
2026-02-26,Lobby Bar,Hennessy,Brandy,0,703,703,0,5488
2026-02-26,Lobby Bar,Jack Daniel's,Whisky,0,1789,1789,0,259
2026-02-26,Lobby Bar,Johnnie Walker Red,Whisky,0,3569,3569,0,9097
2026-02-26,Lobby Bar,Jose Cuervo,Tequila,7500,1173,1173,0,6327
2026-02-26,Lobby Bar,Kingfisher Premium,Beer,6500,7195,7195,0,4981
2026-02-26,Lobby Bar,Smirnoff Vodka,Vodka,0,3092,3092,0,7279
2026-02-26,Pool Bar,Bacardi White,Rum,0,1244,3126,1882,0
2026-02-26,Pool Bar,Baileys,Liqueur,0,779,779,0,13449
2026-02-26,Pool Bar,Bombay Sapphire,Gin,0,2445,2513,68,1694
2026-02-26,Pool Bar,Heineken,Beer,0,6397,6397,0,2928
2026-02-26,Pool Bar,Hennessy,Brandy,0,0,0,0,4326
2026-02-26,Pool Bar,Jack Daniel's,Whisky,12750,2470,2470,0,10280
2026-02-26,Pool Bar,Johnnie Walker Red,Whisky,0,3685,3685,0,5581
2026-02-26,Pool Bar,Jose Cuervo,Tequila,0,1477,1477,0,2539
2026-02-26,Pool Bar,Kingfisher Premium,Beer,0,3404,12052,8648,523
2026-02-26,Pool Bar,Smirnoff Vodka,Vodka,0,2620,3711,1091,244
2026-02-26,Rooftop Bar,Bacardi White,Rum,15750,2786,2786,0,12964
2026-02-26,Rooftop Bar,Baileys,Liqueur,0,0,0,0,13738
2026-02-26,Rooftop Bar,Bombay Sapphire,Gin,0,3888,3888,0,7655
2026-02-26,Rooftop Bar,Heineken,Beer,0,6039,8150,2111,0
2026-02-26,Rooftop Bar,Hennessy,Brandy,0,941,941,0,5298
2026-02-26,Rooftop Bar,Jack Daniel's,Whisky,0,2584,2584,0,5723
2026-02-26,Rooftop Bar,Johnnie Walker Red,Whisky,0,0,5772,5772,0
2026-02-26,Rooftop Bar,Jose Cuervo,Tequila,0,1922,1922,0,3079
2026-02-26,Rooftop Bar,Kingfisher Premium,Beer,11700,11700,12484,784,0
2026-02-26,Rooftop Bar,Smirnoff Vodka,Vodka,15000,4681,4681,0,14128
2026-02-26,Sky Lounge,Bacardi White,Rum,0,3807,3807,0,9070
2026-02-26,Sky Lounge,Baileys,Liqueur,0,0,0,0,6085
2026-02-26,Sky Lounge,Bombay Sapphire,Gin,0,3756,4478,722,3127
2026-02-26,Sky Lounge,Heineken,Beer,0,0,11743,11743,0
2026-02-26,Sky Lounge,Hennessy,Brandy,0,0,963,963,0
2026-02-26,Sky Lounge,Jack Daniel's,Whisky,0,2295,2295,0,2808
2026-02-26,Sky Lounge,Johnnie Walker Red,Whisky,0,1923,5750,3827,0
2026-02-26,Sky Lounge,Jose Cuervo,Tequila,0,1906,1906,0,10518
2026-02-26,Sky Lounge,Kingfisher Premium,Beer,11050,11050,19513,8463,0
2026-02-26,Sky Lounge,Smirnoff Vodka,Vodka,0,1187,4739,3552,0
2026-02-27,Garden Bar,Bacardi White,Rum,0,3565,3565,0,5424
2026-02-27,Garden Bar,Baileys,Liqueur,0,0,809,809,0
2026-02-27,Garden Bar,Bombay Sapphire,Gin,0,1801,1801,0,5449
2026-02-27,Garden Bar,Heineken,Beer,11700,8109,8109,0,9396
2026-02-27,Garden Bar,Hennessy,Brandy,0,0,0,0,5083
2026-02-27,Garden Bar,Jack Daniel's,Whisky,0,2143,2143,0,6166
2026-02-27,Garden Bar,Johnnie Walker Red,Whisky,12000,3090,3090,0,11609
2026-02-27,Garden Bar,Jose Cuervo,Tequila,0,1909,1909,0,5059
2026-02-27,Garden Bar,Kingfisher Premium,Beer,11050,11050,11100,50,3136
2026-02-27,Garden Bar,Smirnoff Vodka,Vodka,0,1696,4458,2762,0
2026-02-27,Lobby Bar,Bacardi White,Rum,0,0,3501,3501,0
2026-02-27,Lobby Bar,Baileys,Liqueur,0,13,873,860,0
2026-02-27,Lobby Bar,Bombay Sapphire,Gin,8250,2426,2426,0,5824
2026-02-27,Lobby Bar,Heineken,Beer,10400,9960,9960,0,1578
2026-02-27,Lobby Bar,Hennessy,Brandy,0,848,848,0,4625
2026-02-27,Lobby Bar,Jack Daniel's,Whisky,15750,2137,2137,0,14503
2026-02-27,Lobby Bar,Johnnie Walker Red,Whisky,0,3909,3909,0,5188
2026-02-27,Lobby Bar,Jose Cuervo,Tequila,0,1700,1700,0,5693
2026-02-27,Lobby Bar,Kingfisher Premium,Beer,5200,9435,9435,0,746
2026-02-27,Lobby Bar,Smirnoff Vodka,Vodka,15750,5248,5248,0,19881
2026-02-27,Pool Bar,Bacardi White,Rum,15000,3961,3961,0,11039
2026-02-27,Pool Bar,Baileys,Liqueur,0,1749,1749,0,12446
2026-02-27,Pool Bar,Bombay Sapphire,Gin,12750,3964,3964,0,9746
2026-02-27,Pool Bar,Heineken,Beer,0,2928,8945,6017,0
2026-02-27,Pool Bar,Hennessy,Brandy,0,806,806,0,3520
2026-02-27,Pool Bar,Jack Daniel's,Whisky,0,2698,2698,0,7582
2026-02-27,Pool Bar,Johnnie Walker Red,Whisky,12000,3821,3821,0,13760
2026-02-27,Pool Bar,Jose Cuervo,Tequila,0,1476,2317,841,0
2026-02-27,Pool Bar,Kingfisher Premium,Beer,13000,13000,14136,1136,3121
2026-02-27,Pool Bar,Smirnoff Vodka,Vodka,0,0,4977,4977,0
2026-02-27,Rooftop Bar,Bacardi White,Rum,0,5384,5384,0,7580
2026-02-27,Rooftop Bar,Baileys,Liqueur,0,1913,1913,0,11825
2026-02-27,Rooftop Bar,Bombay Sapphire,Gin,12750,4491,4491,0,13110
2026-02-27,Rooftop Bar,Heineken,Beer,13650,13650,14045,395,0
2026-02-27,Rooftop Bar,Hennessy,Brandy,0,1155,1155,0,3553
2026-02-27,Rooftop Bar,Jack Daniel's,Whisky,0,4159,4159,0,4765
2026-02-27,Rooftop Bar,Johnnie Walker Red,Whisky,0,0,6915,6915,0
2026-02-27,Rooftop Bar,Jose Cuervo,Tequila,0,2203,2203,0,876
2026-02-27,Rooftop Bar,Kingfisher Premium,Beer,0,0,17783,17783,0
2026-02-27,Rooftop Bar,Smirnoff Vodka,Vodka,11250,6439,6439,0,18212
2026-02-27,Sky Lounge,Bacardi White,Rum,0,4771,4771,0,1730
2026-02-27,Sky Lounge,Baileys,Liqueur,0,1584,1584,0,5713
2026-02-27,Sky Lounge,Bombay Sapphire,Gin,9000,4813,4813,0,4187
2026-02-27,Sky Lounge,Heineken,Beer,0,0,11863,11863,0
2026-02-27,Sky Lounge,Hennessy,Brandy,9100,1211,1211,0,7889
2026-02-27,Sky Lounge,Jack Daniel's,Whisky,0,2808,3301,493,0
2026-02-27,Sky Lounge,Johnnie Walker Red,Whisky,0,0,6648,6648,0
2026-02-27,Sky Lounge,Jose Cuervo,Tequila,0,2940,2940,0,7298
2026-02-27,Sky Lounge,Kingfisher Premium,Beer,0,0,22161,22161,0
2026-02-27,Sky Lounge,Smirnoff Vodka,Vodka,0,0,6184,6184,0
2026-02-28,Garden Bar,Bacardi White,Rum,0,3245,3245,0,2179
2026-02-28,Garden Bar,Baileys,Liqueur,7500,1035,1035,0,6960
2026-02-28,Garden Bar,Bombay Sapphire,Gin,0,3138,3138,0,2311
2026-02-28,Garden Bar,Heineken,Beer,7800,9935,9935,0,5016
2026-02-28,Garden Bar,Hennessy,Brandy,0,648,648,0,4435
2026-02-28,Garden Bar,Jack Daniel's,Whisky,0,2147,2147,0,5727
2026-02-28,Garden Bar,Johnnie Walker Red,Whisky,0,3752,3752,0,5158
2026-02-28,Garden Bar,Jose Cuervo,Tequila,0,1643,1643,0,1736
2026-02-28,Garden Bar,Kingfisher Premium,Beer,0,0,10297,10297,0
2026-02-28,Garden Bar,Smirnoff Vodka,Vodka,0,0,5283,5283,0
2026-02-28,Lobby Bar,Bacardi White,Rum,0,0,3747,3747,0
2026-02-28,Lobby Bar,Baileys,Liqueur,6000,0,0,0,6000
2026-02-28,Lobby Bar,Bombay Sapphire,Gin,0,3171,3171,0,4131
2026-02-28,Lobby Bar,Heineken,Beer,6500,7846,7846,0,232
2026-02-28,Lobby Bar,Hennessy,Brandy,0,1030,1030,0,4374
2026-02-28,Lobby Bar,Jack Daniel's,Whisky,0,3808,3808,0,10064
2026-02-28,Lobby Bar,Johnnie Walker Red,Whisky,0,3839,3839,0,1349
2026-02-28,Lobby Bar,Jose Cuervo,Tequila,0,1989,1989,0,2638
2026-02-28,Lobby Bar,Kingfisher Premium,Beer,0,746,13663,12917,0
2026-02-28,Lobby Bar,Smirnoff Vodka,Vodka,0,4609,4609,0,12349
2026-02-28,Pool Bar,Bacardi White,Rum,0,4100,4100,0,6939
2026-02-28,Pool Bar,Baileys,Liqueur,0,1312,1312,0,10388
2026-02-28,Pool Bar,Bombay Sapphire,Gin,0,3374,3374,0,7992
2026-02-28,Pool Bar,Heineken,Beer,6500,6500,11527,5027,449
2026-02-28,Pool Bar,Hennessy,Brandy,0,867,867,0,3230
2026-02-28,Pool Bar,Jack Daniel's,Whisky,0,2330,2330,0,5252
2026-02-28,Pool Bar,Johnnie Walker Red,Whisky,0,5464,5464,0,8296
2026-02-28,Pool Bar,Jose Cuervo,Tequila,0,0,2280,2280,0
2026-02-28,Pool Bar,Kingfisher Premium,Beer,11050,11050,14239,3189,0
2026-02-28,Pool Bar,Smirnoff Vodka,Vodka,0,0,6375,6375,0
2026-02-28,Rooftop Bar,Bacardi White,Rum,0,5360,5360,0,7065
2026-02-28,Rooftop Bar,Baileys,Liqueur,0,1996,1996,0,9949
2026-02-28,Rooftop Bar,Bombay Sapphire,Gin,0,5766,5766,0,9834
2026-02-28,Rooftop Bar,Heineken,Beer,0,0,16425,16425,0
2026-02-28,Rooftop Bar,Hennessy,Brandy,0,1153,1153,0,2400
2026-02-28,Rooftop Bar,Jack Daniel's,Whisky,0,1564,5042,3478,0
2026-02-28,Rooftop Bar,Johnnie Walker Red,Whisky,12000,10401,10401,0,7618
2026-02-28,Rooftop Bar,Jose Cuervo,Tequila,10500,3068,3068,0,8308
2026-02-28,Rooftop Bar,Kingfisher Premium,Beer,0,0,17223,17223,0
2026-02-28,Rooftop Bar,Smirnoff Vodka,Vodka,0,6966,6966,0,11863
2026-02-28,Sky Lounge,Bacardi White,Rum,6000,7400,7400,0,3154
2026-02-28,Sky Lounge,Baileys,Liqueur,0,2338,2338,0,2163
2026-02-28,Sky Lounge,Bombay Sapphire,Gin,0,4187,7330,3143,2202
2026-02-28,Sky Lounge,Heineken,Beer,0,0,14141,14141,0
2026-02-28,Sky Lounge,Hennessy,Brandy,0,1750,1750,0,6139
2026-02-28,Sky Lounge,Jack Daniel's,Whisky,0,0,5003,5003,0
2026-02-28,Sky Lounge,Johnnie Walker Red,Whisky,0,0,7451,7451,0
2026-02-28,Sky Lounge,Jose Cuervo,Tequila,0,3112,3112,0,3643
2026-02-28,Sky Lounge,Kingfisher Premium,Beer,0,0,25163,25163,0
2026-02-28,Sky Lounge,Smirnoff Vodka,Vodka,0,0,7820,7820,0
2026-03-01,Garden Bar,Bacardi White,Rum,0,2179,2373,194,0
2026-03-01,Garden Bar,Baileys,Liqueur,0,779,779,0,5686
2026-03-01,Garden Bar,Bombay Sapphire,Gin,11250,1771,1771,0,12270
2026-03-01,Garden Bar,Heineken,Beer,9750,4139,4139,0,7067
2026-03-01,Garden Bar,Hennessy,Brandy,0,585,585,0,3850
2026-03-01,Garden Bar,Jack Daniel's,Whisky,0,1473,1473,0,2546
2026-03-01,Garden Bar,Johnnie Walker Red,Whisky,0,3013,3013,0,2145
2026-03-01,Garden Bar,Jose Cuervo,Tequila,7500,1321,1321,0,7915
2026-03-01,Garden Bar,Kingfisher Premium,Beer,6500,6500,8567,2067,5136
2026-03-01,Garden Bar,Smirnoff Vodka,Vodka,0,0,4090,4090,0
2026-03-01,Lobby Bar,Bacardi White,Rum,0,0,2898,2898,0
2026-03-01,Lobby Bar,Baileys,Liqueur,0,873,873,0,5127
2026-03-01,Lobby Bar,Bombay Sapphire,Gin,0,2238,2238,0,415
2026-03-01,Lobby Bar,Heineken,Beer,0,232,7678,7446,0
2026-03-01,Lobby Bar,Hennessy,Brandy,0,675,675,0,2920
2026-03-01,Lobby Bar,Jack Daniel's,Whisky,0,2272,2272,0,7792
2026-03-01,Lobby Bar,Johnnie Walker Red,Whisky,0,1349,3290,1941,0
2026-03-01,Lobby Bar,Jose Cuervo,Tequila,0,1062,1062,0,1576
2026-03-01,Lobby Bar,Kingfisher Premium,Beer,0,0,8343,8343,0
2026-03-01,Lobby Bar,Smirnoff Vodka,Vodka,0,3539,3539,0,10762
2026-03-01,Pool Bar,Bacardi White,Rum,0,4097,4097,0,2842
2026-03-01,Pool Bar,Baileys,Liqueur,0,810,810,0,9666
2026-03-01,Pool Bar,Bombay Sapphire,Gin,0,2945,2945,0,2467
2026-03-01,Pool Bar,Heineken,Beer,13000,7315,7315,0,5685
2026-03-01,Pool Bar,Hennessy,Brandy,0,0,0,0,2653
2026-03-01,Pool Bar,Jack Daniel's,Whisky,0,2570,2570,0,3413
2026-03-01,Pool Bar,Johnnie Walker Red,Whisky,0,4119,4119,0,4177
2026-03-01,Pool Bar,Jose Cuervo,Tequila,9000,1933,1933,0,7067
2026-03-01,Pool Bar,Kingfisher Premium,Beer,0,0,16700,16700,0
2026-03-01,Pool Bar,Smirnoff Vodka,Vodka,0,0,4380,4380,0
2026-03-01,Rooftop Bar,Bacardi White,Rum,0,2220,5308,3088,0
2026-03-01,Rooftop Bar,Baileys,Liqueur,0,1218,1218,0,8611
2026-03-01,Rooftop Bar,Bombay Sapphire,Gin,0,3310,3310,0,4034
2026-03-01,Rooftop Bar,Heineken,Beer,5200,5200,9568,4368,0
2026-03-01,Rooftop Bar,Hennessy,Brandy,0,1025,1025,0,1375
2026-03-01,Rooftop Bar,Jack Daniel's,Whisky,7500,3782,3782,0,3718
2026-03-01,Rooftop Bar,Johnnie Walker Red,Whisky,0,1599,4564,2965,0
2026-03-01,Rooftop Bar,Jose Cuervo,Tequila,0,2131,2131,0,6177
2026-03-01,Rooftop Bar,Kingfisher Premium,Beer,12350,12350,14882,2532,0
2026-03-01,Rooftop Bar,Smirnoff Vodka,Vodka,0,5262,5262,0,2902
2026-03-01,Sky Lounge,Bacardi White,Rum,0,330,4696,4366,0
2026-03-01,Sky Lounge,Baileys,Liqueur,0,1559,1559,0,604
2026-03-01,Sky Lounge,Bombay Sapphire,Gin,6000,3419,3419,0,2581
2026-03-01,Sky Lounge,Heineken,Beer,9100,9100,10621,1521,496
2026-03-01,Sky Lounge,Hennessy,Brandy,0,1041,1041,0,6082
2026-03-01,Sky Lounge,Jack Daniel's,Whisky,0,0,3234,3234,0
2026-03-01,Sky Lounge,Johnnie Walker Red,Whisky,8250,5882,5882,0,2368
2026-03-01,Sky Lounge,Jose Cuervo,Tequila,0,2451,2451,0,1192
2026-03-01,Sky Lounge,Kingfisher Premium,Beer,0,0,20510,20510,0
2026-03-01,Sky Lounge,Smirnoff Vodka,Vodka,15750,7856,7856,0,7894
2026-03-02,Garden Bar,Bacardi White,Rum,0,0,1568,1568,0
2026-03-02,Garden Bar,Baileys,Liqueur,0,503,503,0,5183
2026-03-02,Garden Bar,Bombay Sapphire,Gin,0,1271,1271,0,11243
2026-03-02,Garden Bar,Heineken,Beer,0,5322,5322,0,4751
2026-03-02,Garden Bar,Hennessy,Brandy,0,401,401,0,3449
2026-03-02,Garden Bar,Jack Daniel's,Whisky,0,1277,1277,0,1269
2026-03-02,Garden Bar,Johnnie Walker Red,Whisky,0,2145,2708,563,0
2026-03-02,Garden Bar,Jose Cuervo,Tequila,0,1033,1033,0,6882
2026-03-02,Garden Bar,Kingfisher Premium,Beer,6500,6213,6213,0,5118
2026-03-02,Garden Bar,Smirnoff Vodka,Vodka,13500,2713,2713,0,10787
2026-03-02,Lobby Bar,Bacardi White,Rum,0,0,1519,1519,0
2026-03-02,Lobby Bar,Baileys,Liqueur,0,714,714,0,4892
2026-03-02,Lobby Bar,Bombay Sapphire,Gin,11250,1366,1366,0,10299
2026-03-02,Lobby Bar,Heineken,Beer,11700,5110,5110,0,6590
2026-03-02,Lobby Bar,Hennessy,Brandy,0,405,405,0,2515
2026-03-02,Lobby Bar,Jack Daniel's,Whisky,0,1418,1418,0,6374
2026-03-02,Lobby Bar,Johnnie Walker Red,Whisky,0,0,2096,2096,0
2026-03-02,Lobby Bar,Jose Cuervo,Tequila,0,896,896,0,680
2026-03-02,Lobby Bar,Kingfisher Premium,Beer,0,0,7571,7571,0
2026-03-02,Lobby Bar,Smirnoff Vodka,Vodka,0,3098,3098,0,5712
2026-03-02,Pool Bar,Bacardi White,Rum,0,1845,1845,0,2512
2026-03-02,Pool Bar,Baileys,Liqueur,0,549,549,0,9103
2026-03-02,Pool Bar,Bombay Sapphire,Gin,0,2235,2235,0,1691
2026-03-02,Pool Bar,Heineken,Beer,0,5685,7127,1442,0
2026-03-02,Pool Bar,Hennessy,Brandy,0,468,468,0,2479
2026-03-02,Pool Bar,Jack Daniel's,Whisky,0,1494,1494,0,1188
2026-03-02,Pool Bar,Johnnie Walker Red,Whisky,0,3079,3079,0,1098
2026-03-02,Pool Bar,Jose Cuervo,Tequila,0,1298,1298,0,5769
2026-03-02,Pool Bar,Kingfisher Premium,Beer,0,0,8984,8984,0
2026-03-02,Pool Bar,Smirnoff Vodka,Vodka,0,0,4344,4344,0
2026-03-02,Rooftop Bar,Bacardi White,Rum,0,0,3036,3036,0
2026-03-02,Rooftop Bar,Baileys,Liqueur,0,932,932,0,7679
2026-03-02,Rooftop Bar,Bombay Sapphire,Gin,0,2590,2590,0,3491
2026-03-02,Rooftop Bar,Heineken,Beer,0,0,7085,7085,0
2026-03-02,Rooftop Bar,Hennessy,Brandy,0,0,0,0,1375
2026-03-02,Rooftop Bar,Jack Daniel's,Whisky,0,2831,2831,0,2833
2026-03-02,Rooftop Bar,Johnnie Walker Red,Whisky,0,0,3898,3898,0
2026-03-02,Rooftop Bar,Jose Cuervo,Tequila,0,1335,1335,0,5542
2026-03-02,Rooftop Bar,Kingfisher Premium,Beer,0,0,9787,9787,0
2026-03-02,Rooftop Bar,Smirnoff Vodka,Vodka,6000,4527,4527,0,6144
2026-03-02,Sky Lounge,Bacardi White,Rum,7500,3400,3400,0,4357
2026-03-02,Sky Lounge,Baileys,Liqueur,0,604,1139,535,0
2026-03-02,Sky Lounge,Bombay Sapphire,Gin,0,2516,2516,0,65
2026-03-02,Sky Lounge,Heineken,Beer,0,0,9566,9566,0
2026-03-02,Sky Lounge,Hennessy,Brandy,0,927,927,0,4171
2026-03-02,Sky Lounge,Jack Daniel's,Whisky,15750,2815,2815,0,13383
2026-03-02,Sky Lounge,Johnnie Walker Red,Whisky,8250,2940,2940,0,7678
2026-03-02,Sky Lounge,Jose Cuervo,Tequila,0,1192,1400,208,0
2026-03-02,Sky Lounge,Kingfisher Premium,Beer,0,0,11666,11666,0
2026-03-02,Sky Lounge,Smirnoff Vodka,Vodka,0,4850,4850,0,5059
2026-03-03,Garden Bar,Bacardi White,Rum,6750,1965,1965,0,4785
2026-03-03,Garden Bar,Baileys,Liqueur,0,0,0,0,5183
2026-03-03,Garden Bar,Bombay Sapphire,Gin,0,1300,1300,0,10113
2026-03-03,Garden Bar,Heineken,Beer,0,1745,4332,2587,0
2026-03-03,Garden Bar,Hennessy,Brandy,0,372,372,0,3077
2026-03-03,Garden Bar,Jack Daniel's,Whisky,0,1149,1149,0,1120
2026-03-03,Garden Bar,Johnnie Walker Red,Whisky,11250,2239,2239,0,9011
2026-03-03,Garden Bar,Jose Cuervo,Tequila,0,879,879,0,6003
2026-03-03,Garden Bar,Kingfisher Premium,Beer,0,287,7272,6985,0
2026-03-03,Garden Bar,Smirnoff Vodka,Vodka,0,2483,2483,0,8304
2026-03-03,Lobby Bar,Bacardi White,Rum,15000,1981,1981,0,14532
2026-03-03,Lobby Bar,Baileys,Liqueur,0,655,655,0,3758
2026-03-03,Lobby Bar,Bombay Sapphire,Gin,0,1423,1423,0,8876
2026-03-03,Lobby Bar,Heineken,Beer,13650,7595,7595,0,12645
2026-03-03,Lobby Bar,Hennessy,Brandy,0,0,0,0,2515
2026-03-03,Lobby Bar,Jack Daniel's,Whisky,0,1588,1588,0,5193
2026-03-03,Lobby Bar,Johnnie Walker Red,Whisky,0,0,2665,2665,0
2026-03-03,Lobby Bar,Jose Cuervo,Tequila,0,680,790,110,0
2026-03-03,Lobby Bar,Kingfisher Premium,Beer,0,0,8845,8845,0
2026-03-03,Lobby Bar,Smirnoff Vodka,Vodka,0,2797,2797,0,2915
2026-03-03,Pool Bar,Bacardi White,Rum,0,997,3022,2025,0
2026-03-03,Pool Bar,Baileys,Liqueur,0,887,887,0,8142
