Date Time Served,Bar Name,Brand Name,Category,Bottle Size (ml),Opening Balance (ml),Purchase (ml),Consumed (ml),Closing Balance (ml),Requested Demand (ml),Potential Lost Demand (ml),Date,Day of Week,Conservation Check
2026-01-14 20:55:00,Lobby Bar,Heineken,Beer,650,106,0,106,0,2445,2339,2026-01-14,Wednesday,True
2026-01-15 14:14:00,Lobby Bar,Heineken,Beer,650,5759,0,1639,4120,1639,0,2026-01-15,Thursday,True
2026-01-15 21:07:00,Lobby Bar,Heineken,Beer,650,4120,0,2322,1798,2322,0,2026-01-15,Thursday,True
2026-01-15 23:05:00,Lobby Bar,Heineken,Beer,650,0,9100,3341,5759,3341,0,2026-01-15,Thursday,True
2026-01-16 12:29:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1124,1124,2026-01-16,Friday,True
2026-01-16 14:34:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1188,1188,2026-01-16,Friday,True
2026-01-16 14:50:00,Lobby Bar,Heineken,Beer,650,1798,0,1620,178,1620,0,2026-01-16,Friday,True
2026-01-16 15:30:00,Lobby Bar,Heineken,Beer,650,178,0,178,0,2541,2363,2026-01-16,Friday,True
2026-01-16 23:27:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1095,1095,2026-01-16,Friday,True
2026-01-17 16:33:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2983,2983,2026-01-17,Saturday,True
2026-01-17 19:56:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,4266,4266,2026-01-17,Saturday,True
2026-01-17 21:14:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2457,2457,2026-01-17,Saturday,True
2026-01-18 10:53:00,Lobby Bar,Heineken,Beer,650,0,7800,2269,5531,2269,0,2026-01-18,Sunday,True
2026-01-18 21:05:00,Lobby Bar,Heineken,Beer,650,5531,0,5531,0,5692,161,2026-01-18,Sunday,True
2026-01-19 17:12:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,855,855,2026-01-19,Monday,True
2026-01-19 19:57:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2326,2326,2026-01-19,Monday,True
2026-01-19 20:54:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1655,1655,2026-01-19,Monday,True
2026-01-19 22:04:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,685,685,2026-01-19,Monday,True
2026-01-20 13:00:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1271,1271,2026-01-20,Tuesday,True
2026-01-20 19:49:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,4060,4060,2026-01-20,Tuesday,True
2026-01-21 18:32:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,929,929,2026-01-21,Wednesday,True
2026-01-21 19:18:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2231,2231,2026-01-21,Wednesday,True
2026-01-21 22:49:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1468,1468,2026-01-21,Wednesday,True
2026-01-22 12:35:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1360,1360,2026-01-22,Thursday,True
2026-01-22 19:54:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,5135,5135,2026-01-22,Thursday,True
2026-01-23 10:16:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2179,2179,2026-01-23,Friday,True
2026-01-23 18:50:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1536,1536,2026-01-23,Friday,True
2026-01-23 19:05:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1630,1630,2026-01-23,Friday,True
2026-01-23 20:30:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,3004,3004,2026-01-23,Friday,True
2026-01-24 20:12:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2436,2436,2026-01-24,Saturday,True
2026-01-24 20:26:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,6617,6617,2026-01-24,Saturday,True
2026-01-25 21:02:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2216,2216,2026-01-25,Sunday,True
2026-01-25 22:12:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2938,2938,2026-01-25,Sunday,True
2026-01-25 23:56:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1242,1242,2026-01-25,Sunday,True
2026-01-26 10:58:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1200,1200,2026-01-26,Monday,True
2026-01-26 19:06:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,3832,3832,2026-01-26,Monday,True
2026-01-26 20:15:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1080,1080,2026-01-26,Monday,True
2026-01-27 18:52:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,347,347,2026-01-27,Tuesday,True
2026-01-27 20:29:00,Lobby Bar,Heineken,Beer,650,2119,0,2119,0,2374,255,2026-01-27,Tuesday,True
2026-01-27 23:16:00,Lobby Bar,Heineken,Beer,650,0,5200,3081,2119,3081,0,2026-01-27,Tuesday,True
2026-01-28 16:24:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2153,2153,2026-01-28,Wednesday,True
2026-01-28 23:35:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,3616,3616,2026-01-28,Wednesday,True
2026-01-29 11:07:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2596,2596,2026-01-29,Thursday,True
2026-01-29 13:13:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1584,1584,2026-01-29,Thursday,True
2026-01-29 21:58:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1495,1495,2026-01-29,Thursday,True
2026-01-29 23:50:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,525,525,2026-01-29,Thursday,True
2026-01-30 18:09:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1689,1689,2026-01-30,Friday,True
2026-01-30 19:28:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,678,678,2026-01-30,Friday,True
2026-01-30 20:06:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2183,2183,2026-01-30,Friday,True
2026-01-30 21:21:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,3040,3040,2026-01-30,Friday,True
2026-01-31 20:46:00,Lobby Bar,Heineken,Beer,650,8198,0,4022,4176,4022,0,2026-01-31,Saturday,True
2026-01-31 22:54:00,Lobby Bar,Heineken,Beer,650,0,13000,4802,8198,4802,0,2026-01-31,Saturday,True
2026-02-01 20:32:00,Lobby Bar,Heineken,Beer,650,2059,0,2059,0,5221,3162,2026-02-01,Sunday,True
2026-02-01 22:52:00,Lobby Bar,Heineken,Beer,650,4176,0,2117,2059,2117,0,2026-02-01,Sunday,True
2026-02-02 16:24:00,Lobby Bar,Heineken,Beer,650,0,8450,1188,7262,1188,0,2026-02-02,Monday,True
2026-02-02 19:41:00,Lobby Bar,Heineken,Beer,650,7262,0,2577,4685,2577,0,2026-02-02,Monday,True
2026-02-02 20:37:00,Lobby Bar,Heineken,Beer,650,4685,0,765,3920,765,0,2026-02-02,Monday,True
2026-02-03 18:51:00,Lobby Bar,Heineken,Beer,650,1526,0,1526,0,2121,595,2026-02-03,Tuesday,True
2026-02-03 20:22:00,Lobby Bar,Heineken,Beer,650,3920,0,1446,2474,1446,0,2026-02-03,Tuesday,True
2026-02-03 21:28:00,Lobby Bar,Heineken,Beer,650,1906,0,380,1526,380,0,2026-02-03,Tuesday,True
2026-02-03 21:45:00,Lobby Bar,Heineken,Beer,650,2474,0,568,1906,568,0,2026-02-03,Tuesday,True
2026-02-04 10:12:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,3441,3441,2026-02-04,Wednesday,True
2026-02-04 13:14:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1079,1079,2026-02-04,Wednesday,True
2026-02-04 22:04:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1170,1170,2026-02-04,Wednesday,True
2026-02-05 21:58:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2647,2647,2026-02-05,Thursday,True
2026-02-05 23:31:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2686,2686,2026-02-05,Thursday,True
2026-02-06 11:11:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1038,1038,2026-02-06,Friday,True
2026-02-06 14:24:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2099,2099,2026-02-06,Friday,True
2026-02-06 15:53:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,526,526,2026-02-06,Friday,True
2026-02-06 20:11:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2952,2952,2026-02-06,Friday,True
2026-02-06 21:33:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2183,2183,2026-02-06,Friday,True
2026-02-07 11:26:00,Lobby Bar,Heineken,Beer,650,11364,0,3332,8032,3332,0,2026-02-07,Saturday,True
2026-02-07 19:35:00,Lobby Bar,Heineken,Beer,650,8032,0,513,7519,513,0,2026-02-07,Saturday,True
2026-02-07 20:38:00,Lobby Bar,Heineken,Beer,650,0,13650,2286,11364,2286,0,2026-02-07,Saturday,True
2026-02-07 22:27:00,Lobby Bar,Heineken,Beer,650,7519,0,2257,5262,2257,0,2026-02-07,Saturday,True
2026-02-08 10:53:00,Lobby Bar,Heineken,Beer,650,15221,0,3474,11747,3474,0,2026-02-08,Sunday,True
2026-02-08 13:01:00,Lobby Bar,Heineken,Beer,650,5262,11700,652,16310,652,0,2026-02-08,Sunday,True
2026-02-08 17:04:00,Lobby Bar,Heineken,Beer,650,16310,0,1089,15221,1089,0,2026-02-08,Sunday,True
2026-02-08 21:38:00,Lobby Bar,Heineken,Beer,650,11747,0,1874,9873,1874,0,2026-02-08,Sunday,True
2026-02-09 18:15:00,Lobby Bar,Heineken,Beer,650,6058,0,2210,3848,2210,0,2026-02-09,Monday,True
2026-02-09 19:28:00,Lobby Bar,Heineken,Beer,650,8054,0,1996,6058,1996,0,2026-02-09,Monday,True
2026-02-09 21:08:00,Lobby Bar,Heineken,Beer,650,9873,0,1819,8054,1819,0,2026-02-09,Monday,True
2026-02-10 15:48:00,Lobby Bar,Heineken,Beer,650,1299,0,1299,0,1555,256,2026-02-10,Tuesday,True
2026-02-10 17:17:00,Lobby Bar,Heineken,Beer,650,3848,0,2549,1299,2549,0,2026-02-10,Tuesday,True
2026-02-10 21:00:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1253,1253,2026-02-10,Tuesday,True
2026-02-11 19:40:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2247,2247,2026-02-11,Wednesday,True
2026-02-11 19:41:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,342,342,2026-02-11,Wednesday,True
2026-02-11 19:43:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1916,1916,2026-02-11,Wednesday,True
2026-02-12 16:39:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1103,1103,2026-02-12,Thursday,True
2026-02-12 17:49:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,873,873,2026-02-12,Thursday,True
2026-02-12 18:24:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1164,1164,2026-02-12,Thursday,True
2026-02-12 21:03:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1804,1804,2026-02-12,Thursday,True
2026-02-13 13:12:00,Lobby Bar,Heineken,Beer,650,12190,0,3507,8683,3507,0,2026-02-13,Friday,True
2026-02-13 19:39:00,Lobby Bar,Heineken,Beer,650,8683,0,1890,6793,1890,0,2026-02-13,Friday,True
2026-02-13 21:42:00,Lobby Bar,Heineken,Beer,650,0,13650,1460,12190,1460,0,2026-02-13,Friday,True
2026-02-14 18:37:00,Lobby Bar,Heineken,Beer,650,6793,0,2882,3911,2882,0,2026-02-14,Saturday,True
2026-02-14 22:43:00,Lobby Bar,Heineken,Beer,650,3911,0,3911,0,6275,2364,2026-02-14,Saturday,True
2026-02-15 16:47:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1019,1019,2026-02-15,Sunday,True
2026-02-15 18:50:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1509,1509,2026-02-15,Sunday,True
2026-02-15 22:57:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,3900,3900,2026-02-15,Sunday,True
2026-02-16 12:50:00,Lobby Bar,Heineken,Beer,650,0,7800,1163,6637,1163,0,2026-02-16,Monday,True
2026-02-16 17:42:00,Lobby Bar,Heineken,Beer,650,6099,0,1132,4967,1132,0,2026-02-16,Monday,True
2026-02-16 18:03:00,Lobby Bar,Heineken,Beer,650,4967,0,3213,1754,3213,0,2026-02-16,Monday,True
2026-02-16 22:27:00,Lobby Bar,Heineken,Beer,650,6637,0,538,6099,538,0,2026-02-16,Monday,True
2026-02-17 12:18:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1401,1401,2026-02-17,Tuesday,True
2026-02-17 16:55:00,Lobby Bar,Heineken,Beer,650,1754,0,1754,0,2173,419,2026-02-17,Tuesday,True
2026-02-17 18:09:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2183,2183,2026-02-17,Tuesday,True
2026-02-18 11:35:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1426,1426,2026-02-18,Wednesday,True
2026-02-18 11:58:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,935,935,2026-02-18,Wednesday,True
2026-02-18 23:36:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1394,1394,2026-02-18,Wednesday,True
2026-02-18 23:38:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,816,816,2026-02-18,Wednesday,True
2026-02-19 13:25:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1216,1216,2026-02-19,Thursday,True
2026-02-19 15:24:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,4148,4148,2026-02-19,Thursday,True
2026-02-19 19:28:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,625,625,2026-02-19,Thursday,True
2026-02-19 21:24:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,335,335,2026-02-19,Thursday,True
2026-02-20 12:01:00,Lobby Bar,Heineken,Beer,650,4011,0,654,3357,654,0,2026-02-20,Friday,True
2026-02-20 18:54:00,Lobby Bar,Heineken,Beer,650,0,11050,7039,4011,7039,0,2026-02-20,Friday,True
2026-02-20 21:07:00,Lobby Bar,Heineken,Beer,650,3357,0,440,2917,440,0,2026-02-20,Friday,True
2026-02-21 11:22:00,Lobby Bar,Heineken,Beer,650,590,0,590,0,2423,1833,2026-02-21,Saturday,True
2026-02-21 17:19:00,Lobby Bar,Heineken,Beer,650,2917,0,2327,590,2327,0,2026-02-21,Saturday,True
2026-02-21 17:45:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,3408,3408,2026-02-21,Saturday,True
2026-02-21 18:13:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,414,414,2026-02-21,Saturday,True
2026-02-21 22:06:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,809,809,2026-02-21,Saturday,True
2026-02-22 13:33:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1764,1764,2026-02-22,Sunday,True
2026-02-22 22:11:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1865,1865,2026-02-22,Sunday,True
2026-02-22 23:35:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,3317,3317,2026-02-22,Sunday,True
2026-02-23 12:09:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,719,719,2026-02-23,Monday,True
2026-02-23 13:42:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,672,672,2026-02-23,Monday,True
2026-02-23 20:06:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1775,1775,2026-02-23,Monday,True
2026-02-24 17:39:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,4446,4446,2026-02-24,Tuesday,True
2026-02-24 19:26:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1522,1522,2026-02-24,Tuesday,True
2026-02-25 10:49:00,Lobby Bar,Heineken,Beer,650,0,13000,2381,10619,2381,0,2026-02-25,Wednesday,True
2026-02-25 12:29:00,Lobby Bar,Heineken,Beer,650,10619,0,688,9931,688,0,2026-02-25,Wednesday,True
2026-02-25 19:54:00,Lobby Bar,Heineken,Beer,650,9931,0,3257,6674,3257,0,2026-02-25,Wednesday,True
2026-02-26 15:09:00,Lobby Bar,Heineken,Beer,650,6674,0,2287,4387,2287,0,2026-02-26,Thursday,True
2026-02-26 21:15:00,Lobby Bar,Heineken,Beer,650,4387,0,3249,1138,3249,0,2026-02-26,Thursday,True
2026-02-27 12:12:00,Lobby Bar,Heineken,Beer,650,8608,0,2778,5830,2778,0,2026-02-27,Friday,True
2026-02-27 21:10:00,Lobby Bar,Heineken,Beer,650,5830,0,1843,3987,1843,0,2026-02-27,Friday,True
2026-02-27 22:50:00,Lobby Bar,Heineken,Beer,650,1138,10400,2930,8608,2930,0,2026-02-27,Friday,True
2026-02-27 23:09:00,Lobby Bar,Heineken,Beer,650,3987,0,2409,1578,2409,0,2026-02-27,Friday,True
2026-02-28 11:14:00,Lobby Bar,Heineken,Beer,650,5083,0,2958,2125,2958,0,2026-02-28,Saturday,True
2026-02-28 12:05:00,Lobby Bar,Heineken,Beer,650,1578,6500,2995,5083,2995,0,2026-02-28,Saturday,True
2026-02-28 21:52:00,Lobby Bar,Heineken,Beer,650,2125,0,1893,232,1893,0,2026-02-28,Saturday,True
2026-03-01 12:21:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,925,925,2026-03-01,Sunday,True
2026-03-01 14:47:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2122,2122,2026-03-01,Sunday,True
2026-03-01 19:56:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1950,1950,2026-03-01,Sunday,True
2026-03-01 23:11:00,Lobby Bar,Heineken,Beer,650,232,0,232,0,2681,2449,2026-03-01,Sunday,True
2026-03-02 10:40:00,Lobby Bar,Heineken,Beer,650,9837,0,2095,7742,2095,0,2026-03-02,Monday,True
2026-03-02 15:51:00,Lobby Bar,Heineken,Beer,650,0,11700,1863,9837,1863,0,2026-03-02,Monday,True
2026-03-02 23:02:00,Lobby Bar,Heineken,Beer,650,7742,0,1152,6590,1152,0,2026-03-02,Monday,True
2026-03-03 13:31:00,Lobby Bar,Heineken,Beer,650,6590,13650,577,19663,577,0,2026-03-03,Tuesday,True
2026-03-03 17:50:00,Lobby Bar,Heineken,Beer,650,19663,0,529,19134,529,0,2026-03-03,Tuesday,True
2026-03-03 19:50:00,Lobby Bar,Heineken,Beer,650,19134,0,5617,13517,5617,0,2026-03-03,Tuesday,True
2026-03-03 23:00:00,Lobby Bar,Heineken,Beer,650,13517,0,872,12645,872,0,2026-03-03,Tuesday,True
2026-03-04 12:49:00,Lobby Bar,Heineken,Beer,650,12645,0,2686,9959,2686,0,2026-03-04,Wednesday,True
2026-03-04 22:34:00,Lobby Bar,Heineken,Beer,650,9959,0,3176,6783,3176,0,2026-03-04,Wednesday,True
2026-03-05 15:34:00,Lobby Bar,Heineken,Beer,650,16501,0,2262,14239,2262,0,2026-03-05,Thursday,True
2026-03-05 16:42:00,Lobby Bar,Heineken,Beer,650,6783,11700,1982,16501,1982,0,2026-03-05,Thursday,True
2026-03-05 18:50:00,Lobby Bar,Heineken,Beer,650,13222,0,935,12287,935,0,2026-03-05,Thursday,True
2026-03-05 23:05:00,Lobby Bar,Heineken,Beer,650,14239,0,1017,13222,1017,0,2026-03-05,Thursday,True
2026-03-06 13:16:00,Lobby Bar,Heineken,Beer,650,20039,0,994,19045,994,0,2026-03-06,Friday,True
2026-03-06 15:49:00,Lobby Bar,Heineken,Beer,650,12287,12350,1683,22954,1683,0,2026-03-06,Friday,True
2026-03-06 18:16:00,Lobby Bar,Heineken,Beer,650,19045,0,2220,16825,2220,0,2026-03-06,Friday,True
2026-03-06 20:01:00,Lobby Bar,Heineken,Beer,650,22954,0,2915,20039,2915,0,2026-03-06,Friday,True
2026-03-07 11:20:00,Lobby Bar,Heineken,Beer,650,13662,0,1560,12102,1560,0,2026-03-07,Saturday,True
2026-03-07 13:11:00,Lobby Bar,Heineken,Beer,650,16825,0,3163,13662,3163,0,2026-03-07,Saturday,True
2026-03-07 13:19:00,Lobby Bar,Heineken,Beer,650,11117,0,3246,7871,3246,0,2026-03-07,Saturday,True
2026-03-07 21:19:00,Lobby Bar,Heineken,Beer,650,7871,0,1035,6836,1035,0,2026-03-07,Saturday,True
2026-03-07 22:30:00,Lobby Bar,Heineken,Beer,650,12102,0,985,11117,985,0,2026-03-07,Saturday,True
2026-03-08 10:56:00,Lobby Bar,Heineken,Beer,650,5433,0,963,4470,963,0,2026-03-08,Sunday,True
2026-03-08 12:36:00,Lobby Bar,Heineken,Beer,650,6836,0,1403,5433,1403,0,2026-03-08,Sunday,True
2026-03-08 20:35:00,Lobby Bar,Heineken,Beer,650,4470,0,3604,866,3604,0,2026-03-08,Sunday,True
2026-03-09 22:48:00,Lobby Bar,Heineken,Beer,650,10590,0,2184,8406,2184,0,2026-03-09,Monday,True
2026-03-09 23:10:00,Lobby Bar,Heineken,Beer,650,866,13650,3926,10590,3926,0,2026-03-09,Monday,True
2026-03-10 10:17:00,Lobby Bar,Heineken,Beer,650,7163,0,1354,5809,1354,0,2026-03-10,Tuesday,True
2026-03-10 10:32:00,Lobby Bar,Heineken,Beer,650,8406,0,1243,7163,1243,0,2026-03-10,Tuesday,True
2026-03-10 18:25:00,Lobby Bar,Heineken,Beer,650,4479,0,929,3550,929,0,2026-03-10,Tuesday,True
2026-03-10 21:37:00,Lobby Bar,Heineken,Beer,650,5497,0,1018,4479,1018,0,2026-03-10,Tuesday,True
2026-03-10 21:48:00,Lobby Bar,Heineken,Beer,650,5809,0,312,5497,312,0,2026-03-10,Tuesday,True
2026-03-11 18:27:00,Lobby Bar,Heineken,Beer,650,14795,0,3818,10977,3818,0,2026-03-11,Wednesday,True
2026-03-11 23:07:00,Lobby Bar,Heineken,Beer,650,3550,13650,2405,14795,2405,0,2026-03-11,Wednesday,True
2026-03-12 11:23:00,Lobby Bar,Heineken,Beer,650,10036,0,2426,7610,2426,0,2026-03-12,Thursday,True
2026-03-12 13:17:00,Lobby Bar,Heineken,Beer,650,7610,0,209,7401,209,0,2026-03-12,Thursday,True
2026-03-12 21:07:00,Lobby Bar,Heineken,Beer,650,7401,0,2277,5124,2277,0,2026-03-12,Thursday,True
2026-03-12 23:23:00,Lobby Bar,Heineken,Beer,650,10977,0,941,10036,941,0,2026-03-12,Thursday,True
2026-03-13 21:56:00,Lobby Bar,Heineken,Beer,650,5124,0,5124,0,5639,515,2026-03-13,Friday,True
2026-03-13 22:23:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,5443,5443,2026-03-13,Friday,True
2026-03-14 13:00:00,Lobby Bar,Heineken,Beer,650,6277,0,1485,4792,1485,0,2026-03-14,Saturday,True
2026-03-14 19:55:00,Lobby Bar,Heineken,Beer,650,0,13000,5609,7391,5609,0,2026-03-14,Saturday,True
2026-03-14 20:01:00,Lobby Bar,Heineken,Beer,650,7391,0,1114,6277,1114,0,2026-03-14,Saturday,True
2026-03-14 23:53:00,Lobby Bar,Heineken,Beer,650,4792,0,542,4250,542,0,2026-03-14,Saturday,True
2026-03-15 13:38:00,Lobby Bar,Heineken,Beer,650,4250,7150,3143,8257,3143,0,2026-03-15,Sunday,True
2026-03-15 19:55:00,Lobby Bar,Heineken,Beer,650,7216,0,1043,6173,1043,0,2026-03-15,Sunday,True
2026-03-15 20:19:00,Lobby Bar,Heineken,Beer,650,8257,0,1041,7216,1041,0,2026-03-15,Sunday,True
2026-03-16 13:27:00,Lobby Bar,Heineken,Beer,650,6173,7800,1207,12766,1207,0,2026-03-16,Monday,True
2026-03-16 23:57:00,Lobby Bar,Heineken,Beer,650,12766,0,4288,8478,4288,0,2026-03-16,Monday,True
2026-03-17 19:00:00,Lobby Bar,Heineken,Beer,650,8478,0,245,8233,245,0,2026-03-17,Tuesday,True
2026-03-17 20:47:00,Lobby Bar,Heineken,Beer,650,8233,0,3313,4920,3313,0,2026-03-17,Tuesday,True
2026-03-18 17:59:00,Lobby Bar,Heineken,Beer,650,13814,0,183,13631,183,0,2026-03-18,Wednesday,True
2026-03-18 20:01:00,Lobby Bar,Heineken,Beer,650,15749,0,1308,14441,1308,0,2026-03-18,Wednesday,True
2026-03-18 22:17:00,Lobby Bar,Heineken,Beer,650,13631,0,689,12942,689,0,2026-03-18,Wednesday,True
2026-03-18 22:35:00,Lobby Bar,Heineken,Beer,650,4920,11050,221,15749,221,0,2026-03-18,Wednesday,True
2026-03-18 23:50:00,Lobby Bar,Heineken,Beer,650,14441,0,627,13814,627,0,2026-03-18,Wednesday,True
2026-03-19 11:03:00,Lobby Bar,Heineken,Beer,650,10908,0,1976,8932,1976,0,2026-03-19,Thursday,True
2026-03-19 21:00:00,Lobby Bar,Heineken,Beer,650,8932,0,1332,7600,1332,0,2026-03-19,Thursday,True
2026-03-19 22:48:00,Lobby Bar,Heineken,Beer,650,12942,0,2034,10908,2034,0,2026-03-19,Thursday,True
2026-03-20 17:36:00,Lobby Bar,Heineken,Beer,650,5080,0,4861,219,4861,0,2026-03-20,Friday,True
2026-03-20 18:18:00,Lobby Bar,Heineken,Beer,650,5852,0,772,5080,772,0,2026-03-20,Friday,True
2026-03-20 20:26:00,Lobby Bar,Heineken,Beer,650,7600,0,1748,5852,1748,0,2026-03-20,Friday,True
2026-03-20 23:18:00,Lobby Bar,Heineken,Beer,650,219,0,219,0,1762,1543,2026-03-20,Friday,True
2026-03-21 19:55:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,9058,9058,2026-03-21,Saturday,True
2026-03-21 22:44:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,4876,4876,2026-03-21,Saturday,True
2026-03-22 14:12:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1479,1479,2026-03-22,Sunday,True
2026-03-22 15:35:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,179,179,2026-03-22,Sunday,True
2026-03-22 20:07:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,721,721,2026-03-22,Sunday,True
2026-03-22 22:34:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,3942,3942,2026-03-22,Sunday,True
2026-03-22 23:07:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,711,711,2026-03-22,Sunday,True
2026-03-23 19:47:00,Lobby Bar,Heineken,Beer,650,0,5200,2511,2689,2511,0,2026-03-23,Monday,True
2026-03-23 22:15:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,920,920,2026-03-23,Monday,True
2026-03-23 22:22:00,Lobby Bar,Heineken,Beer,650,2689,0,2689,0,2864,175,2026-03-23,Monday,True
2026-03-24 12:11:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,1033,1033,2026-03-24,Tuesday,True
2026-03-24 15:11:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2034,2034,2026-03-24,Tuesday,True
2026-03-24 20:40:00,Lobby Bar,Heineken,Beer,650,0,0,0,0,2038,2038,2026-03-24,Tuesday,True
2026-03-25 11:14:00,Lobby Bar,Heineken,Beer,650,0,11700,2005,9695,2005,0,2026-03-25,Wednesday,True
2026-03-25 12:04:00,Lobby Bar,Heineken,Beer,650,9695,0,371,9324,371,0,2026-03-25,Wednesday,True
2026-03-25 14:30:00,Lobby Bar,Heineken,Beer,650,9324,0,1790,7534,1790,0,2026-03-25,Wednesday,True
2026-03-25 20:20:00,Lobby Bar,Heineken,Beer,650,7534,0,519,7015,519,0,2026-03-25,Wednesday,True
2026-03-26 11:29:00,Lobby Bar,Heineken,Beer,650,9322,0,1471,7851,1471,0,2026-03-26,Thursday,True
2026-03-26 12:43:00,Lobby Bar,Heineken,Beer,650,12496,0,3174,9322,3174,0,2026-03-26,Thursday,True
